#-----------------------------------------------------------
# Vivado v2024.2 (64-bit)
# SW Build 5239630 on Fri Nov 08 22:34:34 MST 2024
# IP Build 5239520 on Sun Nov 10 16:12:51 MST 2024
# SharedData Build 5239561 on Fri Nov 08 14:39:27 MST 2024
# Start of session at: Mon May  4 13:01:56 2026
# Process ID         : 2479
# Current directory  : /home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/build/scripts
# Command line       : vivado -mode batch -source build_all.tcl -log 2026_05_04-130149.vivado.log -tclargs SSI_SpreadLogic_high AggressiveExplore AggressiveExplore A1 B0 C0 H2
# Log file           : /home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/build/scripts/2026_05_04-130149.vivado.log
# Journal file       : /home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/build/scripts/vivado.jou
# Running On         : ip-192-168-1-58
# Platform           : Ubuntu
# Operating System   : Ubuntu 24.04.1 LTS
# Processor Detail   : Intel(R) Xeon(R) 6975P-C
# CPU Frequency      : 3899.670 MHz
# CPU Physical cores : 4
# CPU Logical cores  : 8
# Host memory        : 33089 MB
# Swap memory        : 10737 MB
# Total Virtual      : 43827 MB
# Available Virtual  : 43318 MB
#-----------------------------------------------------------
source build_all.tcl
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:30054]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:30058]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:30366]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:30370]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31423]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31427]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31431]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31435]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31439]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31443]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31447]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31451]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31455]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31459]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31463]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31467]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31471]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31475]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31479]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:31483]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:35612]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:35616]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45215]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45219]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45223]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45227]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45231]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45235]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45239]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45243]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45247]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45251]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45255]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45259]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45263]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45267]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45271]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45275]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45279]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45283]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45287]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45291]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45295]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45299]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45303]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45307]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45311]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45315]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45319]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45323]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45327]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45331]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45335]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45339]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45343]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45347]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45351]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45355]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45359]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45363]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45367]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45371]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45375]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45379]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45383]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45387]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45391]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45395]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45399]
WARNING: [Synth 8-2898] ignoring Assertion statement with non-constant assert expression [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:45403]
INFO: [Common 17-14] Message 'Synth 8-2898' appears 100 times and further instances of the messages will be disabled. Use the Tcl command set_msg_config to change the current settings.
WARNING: [Synth 8-4446] all outputs are unconnected for this instance and logic may be removed [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/FireSim-generated.sv:164396]
	Parameter FORMAT bound to: max_core_cycles=%d - type: string 
	Parameter WIDTH bound to: 32 - type: integer 
	Parameter DEFAULT bound to: 32'b00000000000000000000000000000000 
	Parameter FORMAT bound to: uart_tx=%d - type: string 
	Parameter WIDTH bound to: 32 - type: integer 
	Parameter DEFAULT bound to: 32'b00000000000000000000000000000001 
	Parameter FORMAT bound to: uart_tx_printf=%d - type: string 
	Parameter WIDTH bound to: 32 - type: integer 
	Parameter DEFAULT bound to: 32'b00000000000000000000000000000000 
	Parameter FORMAT bound to: custom_boot_pin=%d - type: string 
	Parameter WIDTH bound to: 1 - type: integer 
	Parameter DEFAULT bound to: 1'b0 
WARNING: [Synth 8-689] width (16) of port connection 'io_pcis_aw_bits_id' does not match port width (6) of module 'F1Shim' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1707]
WARNING: [Synth 8-689] width (16) of port connection 'io_pcis_b_bits_id' does not match port width (6) of module 'F1Shim' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1719]
WARNING: [Synth 8-689] width (16) of port connection 'io_pcis_ar_bits_id' does not match port width (6) of module 'F1Shim' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1732]
WARNING: [Synth 8-689] width (16) of port connection 'io_pcis_r_bits_id' does not match port width (6) of module 'F1Shim' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1739]
WARNING: [Synth 8-7071] port 'io_pcim_aw_ready' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_valid' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_addr' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_len' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_size' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_burst' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_lock' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_cache' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_prot' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_qos' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_region' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
WARNING: [Synth 8-7071] port 'io_pcim_aw_bits_id' of module 'F1Shim' is unconnected for instance 'firesim_top' [/home/ubuntu/firesim-build/platforms/f2/aws-fpga-firesim-f2/hdk/cl/developer_designs/cl_f2-firesim-FireSim-FireSimRocketNICNoTraceConfig-BaseF2Config/design/cl_firesim.sv:1646]
